chrom	win.start	normalized	segmented	CN
chr1	11600	0.8554	-0.27	2
chr1	11800	0.2569	-0.27	2
chr1	12000	0.255	-0.27	2
chr1	12200	0.1171	-0.27	2
chr1	12400	-0.3745	-0.27	2
chr1	12600	0.39	-0.27	2
chr1	12800	-0.401	-0.27	2
chr1	13000	-0.8753	-0.27	2
chr1	13200	-0.8449	-0.27	2
chr1	13400	-0.7159	-0.27	2
chr1	13600	-0.4813	-0.27	2
chr1	13800	0.2643	-0.27	2
chr1	14000	-0.7757	-0.27	2
chr1	14200	-0.8582	-0.27	2
chr1	14400	-0.7541	-0.27	2
chr1	14600	-0.8324	-0.27	2
chr1	14800	-0.7793	-0.27	2
chr1	15000	-0.6565	-0.27	2
chr1	15200	-0.4956	-0.27	2
chr1	15400	0.3277	-0.27	2
chr1	15600	0.5248	-0.27	2
chr1	15800	-0.0299	-0.27	2
chr1	16000	1.7017	-0.27	2
chr1	16200	0.2025	-0.27	2
chr1	16400	0.065	-0.27	2
chr1	16600	1.755	-0.27	2
chr1	16800	1.0816	-0.27	2
chr1	17000	0.3567	-0.27	2
chr1	17200	0.0504	-0.27	2
chr1	17400	0.1103	-0.27	2
chr1	17600	-0.3078	-0.27	2
chr1	17800	-0.5634	-0.27	2
chr1	18000	-0.7591	-0.27	2
chr1	18200	-0.7582	-0.27	2
chr1	18400	-0.5006	-0.27	2
chr1	18600	-0.4379	-0.27	2
chr1	18800	-0.3632	-0.27	2
chr1	19000	-0.3477	-0.27	2
chr1	19200	3.6122	-0.27	2
chr1	19400	-0.059	-0.27	2
chr1	19600	-0.4294	-0.27	2
chr1	19800	-0.3148	-0.27	2
chr1	20000	-0.4505	-0.27	2
chr1	20200	-0.3668	-0.27	2
chr1	20400	-0.057	-0.27	2
chr1	20600	-0.0584	-0.27	2
chr1	20800	-0.1221	-0.27	2
chr1	21000	0.1398	-0.27	2
chr1	21200	-0.2443	-0.27	2
chr1	21400	-0.5746	-0.27	2
chr1	21600	-0.0018	-0.27	2
chr1	21800	0.711	-0.27	2
chr1	22000	-0.0725	-0.27	2
chr1	22200	-0.5778	-0.27	2
chr1	22400	-0.772	-0.27	2
chr1	22600	0.3171	-0.27	2
chr1	22800	-0.56	-0.27	2
chr1	23000	0.0648	-0.27	2
chr1	23200	0.0196	-0.27	2
chr1	23400	0.4347	-0.27	2
chr1	23600	-0.4262	-0.27	2
chr1	23800	0.2917	-0.27	2
chr1	24000	-0.3574	-0.27	2
chr1	24200	0.0976	-0.27	2
chr1	24400	0.4048	-0.27	2
chr1	24600	-0.2297	-0.27	2
chr1	24800	-0.8032	-0.27	2
chr1	25000	-0.6029	-0.27	2
chr1	25200	-0.5155	-0.27	2
chr1	25400	0.3221	-0.27	2
chr1	25600	-0.5007	-0.27	2
chr1	25800	0.2125	-0.27	2
chr1	26000	0.2052	-0.27	2
chr1	26200	0.1374	-0.27	2
chr1	26400	0.6589	-0.27	2
chr1	26600	-0.0264	-0.27	2
chr1	26800	0.4786	-0.27	2
chr1	27000	-0.1562	-0.27	2
chr1	27200	-0.3688	-0.27	2
chr1	27400	1.0714	-0.27	2
chr1	27600	-0.0971	-0.27	2
chr1	27800	-0.3554	-0.27	2
chr1	28000	0.1215	-0.27	2
chr1	28200	-0.2439	-0.27	2
chr1	28400	-0.2384	-0.27	2
chr1	28600	0.1056	-0.27	2
chr1	28800	-0.2741	-0.27	2
chr1	29000	-0.5323	-0.27	2
chr1	29200	-0.1035	-0.27	2
chr1	29400	-0.1217	-0.27	2
chr1	29600	-1.0078	-0.27	2
chr1	29800	-0.9008	-0.27	2
chr1	30000	-0.7961	-0.27	2
chr1	30200	-0.7687	-0.27	2
chr1	30400	-0.8509	-0.27	2
chr1	30600	-0.8282	-0.27	2
chr1	30800	-0.5876	-0.27	2
chr1	31000	-0.4714	-0.27	2
chr1	31200	0.1403	-0.27	2
chr1	31400	-0.5505	-0.27	2
chr1	31600	-0.3373	-0.27	2
chr1	31800	0.9031	-0.27	2
chr1	32000	0.2327	-0.27	2
chr1	32200	-0.3111	-0.27	2
chr1	32400	1.0673	-0.27	2
chr1	32600	-0.0946	-0.27	2
chr1	32800	-0.1662	-0.27	2
chr1	33000	-0.0529	-0.27	2
chr1	33200	-0.1195	-0.27	2
chr1	33400	-0.1091	-0.27	2
chr1	33600	-0.076	-0.27	2
chr1	33800	0.7169	-0.27	2
chr1	34000	-0.3751	-0.27	2
chr1	34200	-0.7597	-0.27	2
chr1	34400	-0.4135	-0.27	2
chr1	34600	-0.7719	-0.27	2
chr1	34800	-0.718	-0.27	2
chr1	35000	0.2883	-0.27	2
chr1	35200	-0.0656	-0.27	2
chr1	35400	-0.455	-0.27	2
chr1	35600	1.5018	-0.27	2
chr1	35800	-0.1627	-0.27	2
chr1	36000	0.9386	-0.27	2
chr1	36200	-0.1208	-0.27	2
chr1	36400	0.3755	-0.27	2
chr1	36600	0.1631	-0.27	2
chr1	36800	-0.7817	-0.27	2
chr1	37000	-0.4087	-0.27	2
chr1	37200	-0.7926	-0.27	2
chr1	37400	-0.8067	-0.27	2
chr1	37600	-0.425	-0.27	2
chr1	37800	0.3234	-0.27	2
chr1	38000	0.411	-0.27	2
chr1	38200	-0.2886	-0.27	2
chr1	38400	-0.754	-0.27	2
chr1	38600	-0.8268	-0.27	2
chr1	38800	-0.7765	-0.27	2
chr1	39000	-0.4652	-0.27	2
chr1	39200	-0.55	-0.27	2
chr1	39400	0.9391	-0.27	2
chr1	39600	1.4634	-0.27	2
chr1	39800	-0.1983	-0.27	2
chr1	40000	-0.1299	-0.27	2
chr1	40200	0.357	-0.27	2
chr1	40400	0.4401	-0.27	2
chr1	40600	0.3077	-0.27	2
chr1	40800	-0.5403	-0.27	2
chr1	41000	-0.1906	-0.27	2
chr1	41200	0.2394	-0.27	2
chr1	41400	-0.8211	-0.27	2
chr1	41600	-0.4418	-0.27	2
chr1	41800	-0.1051	-0.27	2
chr1	42000	-0.7988	-0.27	2
chr1	42200	-0.5176	-0.27	2
chr1	42400	-0.5019	-0.27	2
chr1	42600	-0.1425	-0.27	2
chr1	42800	0.4291	-0.27	2
chr1	43000	0.8554	-0.27	2
chr1	43200	-0.7253	-0.27	2
chr1	43400	0.8467	-0.27	2
chr1	43600	2.344	-0.27	2
chr1	43800	0.5023	-0.27	2
chr1	44000	-0.2573	-0.27	2
chr1	44200	1.1172	-0.27	2
chr1	44400	-0.152	-0.27	2
chr1	44600	-0.4814	-0.27	2
chr1	44800	-0.0636	-0.27	2
chr1	45000	1.1414	-0.27	2
chr1	45200	0.9423	-0.27	2
chr1	45400	-0.0216	-0.27	2
chr1	45600	0.6256	-0.27	2
chr1	45800	0.5682	-0.27	2
chr1	46000	-0.4738	-0.27	2
chr1	46200	1.3666	-0.27	2
chr1	46400	0.6799	-0.27	2
chr1	46600	-0.2659	-0.27	2
chr1	46800	0.1588	-0.27	2
chr1	47000	0.7644	-0.27	2
chr1	47200	1.4445	-0.27	2
chr1	47400	0.1309	-0.27	2
chr1	47600	-0.7462	-0.27	2
chr1	47800	-0.8148	-0.27	2
chr1	48000	-0.6817	-0.27	2
chr1	48200	-0.6835	-0.27	2
chr1	48400	0.1056	-0.27	2
chr1	48600	-0.5457	-0.27	2
chr1	48800	-0.5632	-0.27	2
chr1	49000	-0.4913	-0.27	2
chr1	49200	-0.6282	-0.27	2
chr1	49400	-0.7701	-0.27	2
chr1	49600	-0.5439	-0.27	2
chr1	49800	-0.5769	-0.27	2
chr1	50000	1.0326	-0.27	2
chr1	50200	0.2038	-0.27	2
chr1	50400	-0.5528	-0.27	2
chr1	50600	-0.666	-0.27	2
chr1	50800	-0.4151	-0.27	2
chr1	51000	0.0653	-0.27	2
chr1	51200	-0.509	-0.27	2
chr1	51400	-0.0781	-0.27	2
chr1	51600	0.1633	-0.27	2
chr1	51800	-0.6021	-0.27	2
chr1	52000	1.2046	-0.27	2
chr1	52200	-0.2078	-0.27	2
chr1	52400	-0.2295	-0.27	2
chr1	52600	2.1866	-0.27	2
chr1	52800	-0.4034	-0.27	2
chr1	53000	0.2584	-0.27	2
chr1	53200	-0.0412	-0.27	2
chr1	53400	0.0382	-0.27	2
chr1	53600	-0.617	-0.27	2
chr1	53800	-0.7713	-0.27	2
chr1	54000	-0.2245	-0.27	2
chr1	54200	-0.2818	-0.27	2
chr1	54400	0.0417	-0.27	2
chr1	54600	-0.7257	-0.27	2
chr1	54800	0.4488	-0.27	2
chr1	55000	0.1285	-0.27	2
chr1	55200	0.0576	-0.27	2
chr1	55400	-0.1548	-0.27	2
chr1	55600	-0.7413	-0.27	2
chr1	55800	-0.8423	-0.27	2
chr1	56000	-0.9447	-0.27	2
chr1	56200	-0.6804	-0.27	2
chr1	56400	-0.6585	-0.27	2
chr1	56600	-0.6325	-0.27	2
chr1	56800	-0.2138	-0.27	2
chr1	57000	0.324	-0.27	2
chr1	57200	0.0932	-0.27	2
chr1	57400	-0.7148	-0.27	2
chr1	57600	-0.7549	-0.27	2
chr1	57800	-0.7896	-0.27	2
chr1	58000	-0.7821	-0.27	2
chr1	58200	-0.7031	-0.27	2
chr1	58400	-0.8488	-0.27	2
chr1	58600	-0.599	-0.27	2
chr1	58800	0.0754	-0.27	2
chr1	59000	-0.5647	-0.27	2
chr1	59200	-0.7085	-0.27	2
chr1	59400	-0.6688	-0.27	2
chr1	59600	-0.7441	-0.27	2
chr1	59800	-0.5432	-0.27	2
chr1	60000	1.0221	-0.27	2
chr1	60200	-0.1922	-0.27	2
chr1	60400	-0.6149	-0.27	2
chr1	60600	-0.6728	-0.27	2
chr1	60800	-0.5568	-0.27	2
chr1	61000	-0.7093	-0.27	2
chr1	61200	-0.6254	-0.27	2
chr1	61400	-0.6766	-0.27	2
chr1	61600	-0.3764	-0.27	2
chr1	61800	-0.3194	-0.27	2
chr1	62000	0.025	-0.27	2
chr1	62200	0.0377	-0.27	2
chr1	62400	-0.2233	-0.27	2
chr1	62600	-0.1537	-0.27	2
chr1	62800	0.9305	-0.27	2
chr1	63000	-0.4575	-0.27	2
chr1	63200	-0.7762	-0.27	2
chr1	63400	-0.7232	-0.27	2
chr1	63600	0.0044	-0.27	2
chr1	63800	-0.2052	-0.27	2
chr1	64000	-0.8073	-0.27	2
chr1	64200	-0.5312	-0.27	2
chr1	64400	0.0574	-0.27	2
chr1	64600	-0.836	-0.27	2
chr1	64800	0.7765	-0.27	2
chr1	65000	0.4263	-0.27	2
chr1	65200	-0.5823	-0.27	2
chr1	65400	-0.7465	-0.27	2
chr1	65600	0.2146	-0.27	2
chr1	65800	0.2465	-0.27	2
chr1	66000	-0.3913	-0.27	2
chr1	66200	-0.456	-0.27	2
chr1	66400	-0.0828	-0.27	2
chr1	66600	-0.5996	-0.27	2
chr1	66800	1.6222	1.6689	5
chr1	67000	1.7156	1.6689	5
chr1	67200	0.7598	-0.43225	2
chr1	67400	-0.1682	-0.43225	2
chr1	67600	-0.3106	-0.43225	2
chr1	67800	-0.5379	-0.43225	2
chr1	68000	-0.827	-0.43225	2
chr1	68200	-0.306	-0.43225	2
chr1	68400	-0.1894	-0.43225	2
chr1	68600	0.3993	-0.43225	2
chr1	68800	-0.5943	-0.43225	2
chr1	69000	-0.7276	-0.43225	2
chr1	69200	-0.4703	-0.43225	2
chr1	69400	-0.6374	-0.43225	2
chr1	69600	-0.619	-0.43225	2
chr1	69800	-0.1761	-0.43225	2
chr1	70000	-0.0783	-0.43225	2
chr1	70200	0.296	-0.43225	2
chr1	70400	1.168	-0.43225	2
chr1	70600	0.0544	-0.43225	2
chr1	70800	-0.7957	-0.43225	2
chr1	71000	-0.4738	-0.43225	2
chr1	71200	1.0242	-0.43225	2
chr1	71400	-0.5533	-0.43225	2
chr1	71600	-0.6187	-0.43225	2
chr1	71800	-0.6484	-0.43225	2
chr1	72000	-0.4096	-0.43225	2
chr1	72200	-0.9116	-0.43225	2
chr1	72400	-0.141	-0.43225	2
chr1	72600	-0.5787	-0.43225	2
chr1	72800	-0.6118	-0.43225	2
chr1	73000	-0.9925	-0.43225	2
chr1	73200	-0.2935	-0.43225	2
chr1	73400	-0.5974	-0.43225	2
chr1	73600	-0.6716	-0.43225	2
chr1	73800	-0.6652	-0.43225	2
chr1	74000	-0.708	-0.43225	2
chr1	74200	-1.0801	-0.43225	2
chr1	74400	-0.8333	-0.43225	2
chr1	74600	0.961	-0.43225	2
chr1	74800	4.8006	-0.43225	2
chr1	75000	-0.3254	-0.43225	2
chr1	75200	-0.5796	-0.43225	2
chr1	75400	0.7524	-0.43225	2
chr1	75600	-0.2608	-0.43225	2
chr1	75800	-0.1249	-0.43225	2
chr1	76000	1.4888	-0.43225	2
chr1	76200	-0.7976	-0.43225	2
chr1	76400	-0.4223	-0.43225	2
chr1	76600	-0.2989	-0.43225	2
chr1	76800	-0.2121	-0.43225	2
chr1	77000	-0.1451	-0.43225	2
chr1	77200	-0.0307	-0.43225	2
chr1	77400	0.4859	-0.43225	2
chr1	77600	-0.5373	-0.43225	2
chr1	77800	0.2807	-0.43225	2
chr1	78000	-0.0286	-0.43225	2
chr1	78200	0.5862	-0.43225	2
chr1	78400	-0.6022	-0.43225	2
chr1	78600	-0.3174	-0.43225	2
chr1	78800	0.0405	-0.43225	2
chr1	79000	0.1335	-0.43225	2
chr1	79200	-0.0956	-0.43225	2
chr1	79400	-0.5834	-0.43225	2
chr1	79600	-0.221	-0.43225	2
chr1	79800	-0.7963	-0.43225	2
chr1	80000	-0.6415	-0.43225	2
chr1	80200	-0.5273	-0.43225	2
chr1	80400	-0.7664	-0.43225	2
chr1	80600	-0.377	-0.43225	2
chr1	80800	-0.6376	-0.43225	2
chr1	81000	-0.748	-0.43225	2
chr1	81200	-0.5552	-0.43225	2
chr1	81400	-0.6603	-0.43225	2
chr1	81600	-0.1927	-0.43225	2
chr1	81800	-0.5671	-0.43225	2
chr1	82000	-0.5197	-0.43225	2
chr1	82200	0.4329	-0.43225	2
chr1	82400	-0.5546	-0.43225	2
chr1	82600	-0.6402	-0.43225	2
chr1	82800	-0.6897	-0.43225	2
chr1	83000	-0.628	-0.43225	2
chr1	83200	-0.4534	-0.43225	2
chr1	83400	-0.7217	-0.43225	2
chr1	83600	-0.566	-0.43225	2
chr1	83800	-0.8102	-0.43225	2
chr1	84000	-0.3024	-0.43225	2
chr1	84200	-0.5339	-0.43225	2
chr1	84400	0.6714	-0.43225	2
chr1	84600	0.7238	-0.43225	2
chr1	84800	-0.0424	-0.43225	2
chr1	85000	-0.4422	-0.43225	2
chr1	85200	1.1779	-0.43225	2
chr1	85400	-0.3546	-0.43225	2
chr1	85600	-0.1945	-0.43225	2
chr1	85800	0.4168	-0.43225	2
chr1	86000	-0.1184	-0.43225	2
chr1	86200	-0.1951	-0.43225	2
chr1	86400	-0.7208	-0.43225	2
chr1	86600	1.6375	-0.43225	2
chr1	86800	0.8323	-0.43225	2
chr1	87000	-0.4649	-0.43225	2
chr1	87200	-0.2327	-0.43225	2
chr1	87400	-0.7914	-0.43225	2
chr1	87600	-0.6215	-0.43225	2
chr1	87800	-0.7214	-0.43225	2
chr1	88000	-0.4145	-0.43225	2
chr1	88200	-0.695	-0.43225	2
chr1	88400	-0.5321	-0.43225	2
chr1	88600	-0.1645	-0.43225	2
chr1	88800	-0.4849	-0.43225	2
chr1	89000	0.5444	-0.43225	2
chr1	89200	2.8823	2.94925	6
chr1	89400	3.0162	2.94925	6
chr1	89600	0.4302	-0.3555	2
chr1	89800	0.4479	-0.3555	2
chr1	90000	-0.5232	-0.3555	2
chr1	90200	0.5204	-0.3555	2
chr1	90400	-0.7305	-0.3555	2
chr1	90600	-0.6332	-0.3555	2
chr1	90800	-0.3262	-0.3555	2
chr1	91000	-0.8034	-0.3555	2
chr1	91200	-0.4579	-0.3555	2
chr1	91400	-0.4054	-0.3555	2
chr1	91600	1.3068	-0.3555	2
chr1	91800	-0.1742	-0.3555	2
chr1	92000	-0.6625	-0.3555	2
chr1	92200	-0.0958	-0.3555	2
chr1	92400	1.2342	-0.3555	2
chr1	92600	-0.4994	-0.3555	2
chr1	92800	0.1167	-0.3555	2
chr1	93000	-0.054	-0.3555	2
chr1	93200	-0.3608	-0.3555	2
chr1	93400	1.473	-0.3555	2
chr1	93600	-0.49	-0.3555	2
chr1	93800	-0.3962	-0.3555	2
chr1	94000	-0.3731	-0.3555	2
chr1	94200	0.8175	-0.3555	2
chr1	94400	0.2462	-0.3555	2
chr1	94600	0.1414	-0.3555	2
chr1	94800	-0.7866	-0.3555	2
chr1	95000	-0.3474	-0.3555	2
chr1	95200	-0.4863	-0.3555	2
chr1	95400	-0.2645	-0.3555	2
chr1	95600	-0.686	-0.3555	2
chr1	95800	-0.8703	-0.3555	2
chr1	96000	-0.6565	-0.3555	2
chr1	96200	-0.5771	-0.3555	2
chr1	96400	-0.4452	-0.3555	2
chr1	96600	-0.4984	-0.3555	2
chr1	96800	-0.4559	-0.3555	2
chr1	97000	-0.2841	-0.3555	2
chr1	97200	-0.3912	-0.3555	2
chr1	97400	-0.3303	-0.3555	2
chr1	97600	-0.5558	-0.3555	2
chr1	97800	-0.8353	-0.3555	2
chr1	98000	-0.4814	-0.3555	2
chr1	98200	0.2616	-0.3555	2
chr1	98400	-0.7137	-0.3555	2
chr1	98600	-0.6219	-0.3555	2
chr1	98800	-0.4766	-0.3555	2
chr1	99000	-0.497	-0.3555	2
chr1	99200	-0.629	-0.3555	2
chr1	99400	0.7595	-0.3555	2
chr1	99600	-0.4569	-0.3555	2
chr1	99800	1.0537	-0.3555	2
chr1	1e+05	0.8588	-0.3555	2
chr1	100200	0.6793	-0.3555	2
chr1	100400	1.9618	-0.3555	2
chr1	100600	0.3603	-0.3555	2
chr1	100800	-0.0497	-0.3555	2
chr1	101000	0.5273	-0.3555	2
chr1	101200	0.1776	-0.3555	2
chr1	101400	-0.082	-0.3555	2
chr1	101600	-0.5182	-0.3555	2
chr1	101800	-0.5375	-0.3555	2
chr1	102000	-0.2636	-0.3555	2
chr1	102200	-0.2235	-0.3555	2
chr1	102400	-1.0146	-0.3555	2
chr1	102600	-0.9163	-0.3555	2
chr1	102800	-0.5661	-0.3555	2
chr1	103000	-0.1458	-0.3555	2
chr1	103200	-0.6965	-0.3555	2
chr1	103400	-1.0425	-0.3555	2
chr1	103600	-0.9546	-0.3555	2
chr1	103800	-0.4188	-0.3555	2
chr1	104000	-0.7611	-0.3555	2
chr1	104200	-0.9645	-0.3555	2
chr1	104400	-0.3919	-0.3555	2
chr1	104600	-0.515	-0.3555	2
chr1	104800	-0.5663	-0.3555	2
chr1	105000	-0.6726	-0.3555	2
chr1	105200	-0.5878	-0.3555	2
chr1	105400	-0.5683	-0.3555	2
chr1	105600	-0.6226	-0.3555	2
chr1	105800	-0.7499	-0.3555	2
chr1	106000	-0.6869	-0.3555	2
chr1	106200	-0.084	-0.3555	2
chr1	106400	-0.3811	-0.3555	2
chr1	106600	-0.5966	-0.3555	2
chr1	106800	-0.5293	-0.3555	2
chr1	107000	-0.7431	-0.3555	2
chr1	107200	0.0726	-0.3555	2
chr1	107400	-0.4568	-0.3555	2
chr1	107600	0.8608	-0.3555	2
chr1	107800	-0.167	-0.3555	2
chr1	108000	0.196	-0.3555	2
chr1	108200	-0.7319	-0.3555	2
chr1	108400	-0.164	-0.3555	2
chr1	108600	-0.7174	-0.3555	2
chr1	108800	-0.0519	-0.3555	2
chr1	109000	0.8426	-0.3555	2
chr1	109200	0.3593	-0.3555	2
chr1	109400	0.9503	-0.3555	2
chr1	109600	1.0652	-0.3555	2
chr1	109800	0.9269	-0.3555	2
chr1	110000	0.6162	-0.3555	2
chr1	110200	0.2151	-0.3555	2
chr1	110400	0.0014	-0.3555	2
chr1	110600	0.0076	-0.3555	2
chr1	110800	-0.433	-0.3555	2
chr1	111000	-0.3049	-0.3555	2
chr1	111200	0.4921	-0.3555	2
chr1	111400	0.1443	-0.3555	2
chr1	111600	1.6729	-0.3555	2
chr1	111800	-0.1611	-0.3555	2
chr1	112000	-0.401	-0.3555	2
chr1	112200	-0.5585	-0.3555	2
chr1	112400	-0.8328	-0.3555	2
chr1	112600	-0.4336	-0.3555	2
chr1	112800	-0.1616	-0.3555	2
chr1	113000	0.2041	-0.3555	2
chr1	113200	-0.6044	-0.3555	2
chr1	113400	-0.4081	-0.3555	2
chr1	113600	-0.4144	-0.3555	2
chr1	113800	0.5292	-0.3555	2
chr1	114000	2.1801	-0.3555	2
chr1	114200	1.3433	-0.3555	2
chr1	114400	-0.531	-0.3555	2
chr1	114600	-0.2416	-0.3555	2
chr1	114800	0.3027	-0.3555	2
chr1	115000	0.4202	-0.3555	2
chr1	115200	-0.2942	-0.3555	2
chr1	115400	-0.6973	-0.3555	2
chr1	115600	-0.7008	-0.3555	2
chr1	115800	-0.8292	-0.3555	2
chr1	116000	-0.1551	-0.3555	2
chr1	116200	-0.3144	-0.3555	2
chr1	116400	-0.4634	-0.3555	2
chr1	116600	-0.0397	-0.3555	2
chr1	116800	-0.1574	-0.3555	2
chr1	117000	0.0671	-0.3555	2
chr1	117200	0.4412	-0.3555	2
chr1	117400	0.6746	-0.3555	2
chr1	117600	-0.6571	-0.3555	2
chr1	117800	-0.6056	-0.3555	2
chr1	118000	-0.7986	-0.3555	2
chr1	118200	0.7647	-0.3555	2
chr1	118400	-0.1019	-0.3555	2
chr1	118600	-0.4543	-0.3555	2
chr1	118800	-0.388	-0.3555	2
chr1	119000	-0.4364	-0.3555	2
chr1	119200	-0.5063	-0.3555	2
chr1	119400	-0.5865	-0.3555	2
chr1	119600	0.4604	-0.3555	2
chr1	119800	0.0774	-0.3555	2
chr1	120000	0.5636	-0.3555	2
chr1	120200	5.4021	-0.3555	2
chr1	120400	0.3129	-0.3555	2
chr1	120600	-0.6627	-0.3555	2
chr1	120800	1.0187	-0.3555	2
chr1	121000	1.4659	-0.3555	2
chr1	121200	NA	NA	NA
chr1	121400	1.7025	-0.3555	2
chr1	121600	-0.1671	-0.3555	2
chr1	121800	0.8985	-0.3555	2
chr1	122000	-0.8512	-0.3555	2
chr1	122200	-0.3202	-0.3555	2
chr1	122400	-0.6355	-0.3555	2
chr1	122600	-0.5808	-0.3555	2
chr1	122800	-0.3502	-0.3555	2
chr1	123000	0.8	-0.3555	2
chr1	123200	-0.6012	-0.3555	2
chr1	123400	-0.7349	-0.3555	2
chr1	123600	-0.1464	-0.3555	2
chr1	123800	7.2765	7.77365	8
chr1	124000	9.5484	7.77365	8
chr1	124200	8.2708	7.77365	8
chr1	124400	4.9745	7.77365	8
chr1	124600	0.274	0.0921	3
chr1	124800	-0.563	0.0921	3
chr1	125000	-0.5605	0.0921	3
chr1	125200	-0.3487	0.0921	3
chr1	125400	0.1992	0.0921	3
chr1	125600	3.0294	0.0921	3
chr1	125800	-0.0955	0.0921	3
chr1	126000	1.9662	0.0921	3
chr1	126200	1.3362	0.0921	3
chr1	126400	-0.2009	0.0921	3
chr1	126600	-0.6217	0.0921	3
chr1	126800	-0.6441	0.0921	3
chr1	127000	-0.4692	0.0921	3
chr1	127200	1.4166	0.0921	3
chr1	127400	-0.4098	0.0921	3
chr1	127600	0.4207	0.0921	3
chr1	127800	6.2611	0.0921	3
chr1	128000	0.0921	0.0921	3
chr1	128200	2.2229	0.0921	3
chr1	128400	-0.6485	0.0921	3
chr1	128600	0.7462	0.0921	3
chr1	128800	3.6843	2.20895	5
chr1	129000	1.5608	2.20895	5
chr1	129200	2.5753	2.20895	5
chr1	129400	3.9122	2.20895	5
chr1	129600	2.8049	2.20895	5
chr1	129800	1.8426	2.20895	5
chr1	130000	1.6669	2.20895	5
chr1	130200	3.1043	2.20895	5
chr1	130400	0.7495	2.20895	5
chr1	130600	1.5237	2.20895	5
chr1	130800	-0.2037	-0.24795	2
chr1	131000	NA	NA	NA
chr1	131200	NA	NA	NA
chr1	131400	-0.2922	-0.24795	2
chr1	131600	2.6446	1.26285	4
chr1	131800	0.4586	1.26285	4
chr1	132000	0.2129	1.26285	4
chr1	132200	0.4306	1.26285	4
chr1	132400	0.1007	1.26285	4
chr1	132600	1.9177	1.26285	4
chr1	132800	2.0047	1.26285	4
chr1	133000	1.2952	1.26285	4
chr1	133200	1.5952	1.26285	4
chr1	133400	1.5882	1.26285	4
chr1	133600	-0.2601	1.26285	4
chr1	133800	1.2305	1.26285	4
chr1	134000	2.8887	3.0026	6
chr1	134200	3.1165	3.0026	6
chr1	134400	1.9929	3.0026	6
chr1	134600	3.4057	3.0026	6
chr1	134800	1.3902	1.14385	4
chr1	135000	0.8975	1.14385	4
chr1	135200	1.5616	1.14385	4
chr1	135400	1.5374	1.14385	4
chr1	135600	1.8439	1.14385	4
chr1	135800	2.1403	1.14385	4
chr1	136000	-0.2125	1.14385	4
chr1	136200	-0.6462	1.14385	4
chr1	136400	0.8385	1.14385	4
chr1	136600	4.888	1.14385	4
chr1	136800	-0.1182	1.14385	4
chr1	137000	0.4515	1.14385	4
chr1	137200	3.6728	4.7575	8
chr1	137400	4.7575	4.7575	8
chr1	137600	8.2737	4.7575	8
chr1	137800	2.7612	1.85345	5
chr1	138000	0.9259	1.85345	5
chr1	138200	1.6934	1.85345	5
chr1	138400	2.1773	1.85345	5
chr1	138600	0.9127	1.85345	5
chr1	138800	1.2939	1.85345	5
chr1	139000	2.4959	1.85345	5
chr1	139200	2.3076	1.85345	5
chr1	139400	2.0135	1.85345	5
chr1	139600	1.3849	1.85345	5
chr1	139800	0.901	1.85345	5
chr1	140000	3.7088	1.85345	5
